File,Line,Token,LineText,Model,Surface,Origin,RiskOfChange,InitialRecommendation
docs\architecture\execution_profiles_dependency_map.md,145,Fast,"-> guiGetFitRegistry (default Robustness = Fast)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,157,Fast,"- Adapter falls back to `Fast` if missing.",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,164,Fast,"-> guiGetFitRegistry (default Robustness = Fast; exposes Fast/Balanced/Robust)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,182,Fast,"- `mrlfeDefaultSweepOptions` hard-codes `rlDefaultOptions(""Fast"")`.",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,191,Fast,"-> guiGetFitRegistry (default Robustness = Fast; exposes Fast/Balanced/Robust)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,215,Fast,"| RL A0/S0 | Main | Fast/Balanced/Robust | same | RL grid/search per `rlDefaultOptions` | direct | none | branch flags | no | raw options in GUI diagnostics | no |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,216,Fast,"| RL A0/S0 | Sweep | Fast/Balanced/Robust | same | RL grid/search per `rlDefaultOptions` | direct | none | branch name | no | request/rawResults | no |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,217,Fast,"| RL A0/S0 | Fit | Fast/Balanced/Robust | same | RL grid/search per `rlDefaultOptions`; optimizer separate | fit evaluator | none | branch name | prediction fallback rejected by tests | normalized fit result | no |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,218,Fast,"| RL A0/S0 | API | Fast/Balanced/Robust | same | direct `rlDefaultOptions` | direct | none | caller flags | no | raw result | no |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,223,Fast,"| mRLFE A0Like/S0Like | Sweep | Fast/Balanced/Robust | requested RL seed plus GUI fast atlas | same as Main GUI route | GUI adapter sweep | GUI fast presets | A0 policy from SweepTool | zero-eta fallback possible | `guiResults` metadata | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,224,Fast,"| mRLFE A0Like etaS=0 | Fit | Fast/Balanced/Robust | Fast | `mrlfeDefaultSweepOptions` Fast; `fast_fit_atlas` 260 | zero-viscosity adaptive atlas fit | `fast_fit_atlas` | `adaptivePhysicalTail` | no production fallback, interpolation may drop invalids | `evaluationPath`, `fitPerformanceDefaults` | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,225,Fast,"| mRLFE A0Like etaS>0 | Fit | Fast/Balanced/Robust | Fast | `mrlfeDefaultSweepOptions` Fast; `fast_fit_atlas` 260 | viscous unified atlas | `fast_fit_atlas` | `adaptivePhysicalTail` | no | routePolicy/evaluationPath | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,226,Fast,"| mRLFE S0Like etaS=0 | Fit | Fast/Balanced/Robust | Fast | `fast_fit_atlas` 260 | zero-viscosity adaptive atlas fit | `fast_fit_atlas` | S0 adaptive continuation | no | routePolicy/evaluationPath | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,227,Fast,"| mRLFE S0Like etaS>0 | Fit | Fast/Balanced/Robust | Fast | `fast_fit_atlas` 260 | viscous unified atlas | `fast_fit_atlas` | S0 unified atlas | no | routePolicy/evaluationPath | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,228,Fast,"| AE atlasA0 | Main | Fast/Balanced/Robust | AE atlas density from selected profile | 300/12, 600/16, or 900/20 | atlasA0 | AE default sweep option | atlasA0 | solver-specific invalid masks | raw/metadata | semantic mismatch only |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,229,Fast,"| AE atlasA0 | Sweep | Fast/Balanced | same for exposed values | Fast 300/12; Balanced 600/16 | atlasA0 sweep | controls | atlasA0 | invalid masks | sweep summary | Robust unavailable |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,230,Fast,"| AE atlasA0 | Fit | Fast/Balanced/Robust | usually 300/12/50 from GUI | `atlasInitializationNumFrequencyPoints=50`; optimizer 10/24 | atlasA0 fit | Fit GUI controls | atlasA0 | invalid masks | normalized fit result | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,231,Fast,"| AE atlasA0 | API | Fast/Balanced/Robust | same | `aeDefaultSweepOptions` 300/12, 600/16, 900/20 | atlasA0 | AE default sweep option | atlasA0 | invalid masks | raw result | no |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,9,Balanced,"-> createAdvancedTab (default robustness = Balanced)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,26,Balanced,"-> createAdvancedTab (default robustness = Balanced)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,49,Balanced,"-> createAdvancedTab (default robustness = Balanced)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,68,Balanced,"-> guiGetSweepRegistry (default Robustness = Balanced)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,80,Balanced,"- Adapter falls back to `Balanced` if controls omit robustness.",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,109,Balanced,"-> guiGetSweepRegistry (default Robustness = Fast; presets Fast/Balanced)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,111,Balanced,"-> controls.atlasNumYPoints = 600 if Balanced else 300",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,112,Balanced,"-> controls.atlasTopNMinima = 16 if Balanced else 12",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,164,Balanced,"-> guiGetFitRegistry (default Robustness = Fast; exposes Fast/Balanced/Robust)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,191,Balanced,"-> guiGetFitRegistry (default Robustness = Fast; exposes Fast/Balanced/Robust)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,215,Balanced,"| RL A0/S0 | Main | Fast/Balanced/Robust | same | RL grid/search per `rlDefaultOptions` | direct | none | branch flags | no | raw options in GUI diagnostics | no |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,216,Balanced,"| RL A0/S0 | Sweep | Fast/Balanced/Robust | same | RL grid/search per `rlDefaultOptions` | direct | none | branch name | no | request/rawResults | no |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,217,Balanced,"| RL A0/S0 | Fit | Fast/Balanced/Robust | same | RL grid/search per `rlDefaultOptions`; optimizer separate | fit evaluator | none | branch name | prediction fallback rejected by tests | normalized fit result | no |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,218,Balanced,"| RL A0/S0 | API | Fast/Balanced/Robust | same | direct `rlDefaultOptions` | direct | none | caller flags | no | raw result | no |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,223,Balanced,"| mRLFE A0Like/S0Like | Sweep | Fast/Balanced/Robust | requested RL seed plus GUI fast atlas | same as Main GUI route | GUI adapter sweep | GUI fast presets | A0 policy from SweepTool | zero-eta fallback possible | `guiResults` metadata | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,224,Balanced,"| mRLFE A0Like etaS=0 | Fit | Fast/Balanced/Robust | Fast | `mrlfeDefaultSweepOptions` Fast; `fast_fit_atlas` 260 | zero-viscosity adaptive atlas fit | `fast_fit_atlas` | `adaptivePhysicalTail` | no production fallback, interpolation may drop invalids | `evaluationPath`, `fitPerformanceDefaults` | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,225,Balanced,"| mRLFE A0Like etaS>0 | Fit | Fast/Balanced/Robust | Fast | `mrlfeDefaultSweepOptions` Fast; `fast_fit_atlas` 260 | viscous unified atlas | `fast_fit_atlas` | `adaptivePhysicalTail` | no | routePolicy/evaluationPath | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,226,Balanced,"| mRLFE S0Like etaS=0 | Fit | Fast/Balanced/Robust | Fast | `fast_fit_atlas` 260 | zero-viscosity adaptive atlas fit | `fast_fit_atlas` | S0 adaptive continuation | no | routePolicy/evaluationPath | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,227,Balanced,"| mRLFE S0Like etaS>0 | Fit | Fast/Balanced/Robust | Fast | `fast_fit_atlas` 260 | viscous unified atlas | `fast_fit_atlas` | S0 unified atlas | no | routePolicy/evaluationPath | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,228,Balanced,"| AE atlasA0 | Main | Fast/Balanced/Robust | AE atlas density from selected profile | 300/12, 600/16, or 900/20 | atlasA0 | AE default sweep option | atlasA0 | solver-specific invalid masks | raw/metadata | semantic mismatch only |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,229,Balanced,"| AE atlasA0 | Sweep | Fast/Balanced | same for exposed values | Fast 300/12; Balanced 600/16 | atlasA0 sweep | controls | atlasA0 | invalid masks | sweep summary | Robust unavailable |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,230,Balanced,"| AE atlasA0 | Fit | Fast/Balanced/Robust | usually 300/12/50 from GUI | `atlasInitializationNumFrequencyPoints=50`; optimizer 10/24 | atlasA0 fit | Fit GUI controls | atlasA0 | invalid masks | normalized fit result | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,231,Balanced,"| AE atlasA0 | API | Fast/Balanced/Robust | same | `aeDefaultSweepOptions` 300/12, 600/16, 900/20 | atlasA0 | AE default sweep option | atlasA0 | invalid masks | raw result | no |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,68,Robust,"-> guiGetSweepRegistry (default Robustness = Balanced)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,87,Robust,"-> guiGetSweepRegistry (default Robustness = Fast)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,109,Robust,"-> guiGetSweepRegistry (default Robustness = Fast; presets Fast/Balanced)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,145,Robust,"-> guiGetFitRegistry (default Robustness = Fast)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,164,Robust,"-> guiGetFitRegistry (default Robustness = Fast; exposes Fast/Balanced/Robust)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,191,Robust,"-> guiGetFitRegistry (default Robustness = Fast; exposes Fast/Balanced/Robust)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,215,Robust,"| RL A0/S0 | Main | Fast/Balanced/Robust | same | RL grid/search per `rlDefaultOptions` | direct | none | branch flags | no | raw options in GUI diagnostics | no |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,216,Robust,"| RL A0/S0 | Sweep | Fast/Balanced/Robust | same | RL grid/search per `rlDefaultOptions` | direct | none | branch name | no | request/rawResults | no |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,217,Robust,"| RL A0/S0 | Fit | Fast/Balanced/Robust | same | RL grid/search per `rlDefaultOptions`; optimizer separate | fit evaluator | none | branch name | prediction fallback rejected by tests | normalized fit result | no |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,218,Robust,"| RL A0/S0 | API | Fast/Balanced/Robust | same | direct `rlDefaultOptions` | direct | none | caller flags | no | raw result | no |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,223,Robust,"| mRLFE A0Like/S0Like | Sweep | Fast/Balanced/Robust | requested RL seed plus GUI fast atlas | same as Main GUI route | GUI adapter sweep | GUI fast presets | A0 policy from SweepTool | zero-eta fallback possible | `guiResults` metadata | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,224,Robust,"| mRLFE A0Like etaS=0 | Fit | Fast/Balanced/Robust | Fast | `mrlfeDefaultSweepOptions` Fast; `fast_fit_atlas` 260 | zero-viscosity adaptive atlas fit | `fast_fit_atlas` | `adaptivePhysicalTail` | no production fallback, interpolation may drop invalids | `evaluationPath`, `fitPerformanceDefaults` | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,225,Robust,"| mRLFE A0Like etaS>0 | Fit | Fast/Balanced/Robust | Fast | `mrlfeDefaultSweepOptions` Fast; `fast_fit_atlas` 260 | viscous unified atlas | `fast_fit_atlas` | `adaptivePhysicalTail` | no | routePolicy/evaluationPath | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,226,Robust,"| mRLFE S0Like etaS=0 | Fit | Fast/Balanced/Robust | Fast | `fast_fit_atlas` 260 | zero-viscosity adaptive atlas fit | `fast_fit_atlas` | S0 adaptive continuation | no | routePolicy/evaluationPath | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,227,Robust,"| mRLFE S0Like etaS>0 | Fit | Fast/Balanced/Robust | Fast | `fast_fit_atlas` 260 | viscous unified atlas | `fast_fit_atlas` | S0 unified atlas | no | routePolicy/evaluationPath | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,228,Robust,"| AE atlasA0 | Main | Fast/Balanced/Robust | AE atlas density from selected profile | 300/12, 600/16, or 900/20 | atlasA0 | AE default sweep option | atlasA0 | solver-specific invalid masks | raw/metadata | semantic mismatch only |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,229,Robust,"| AE atlasA0 | Sweep | Fast/Balanced | same for exposed values | Fast 300/12; Balanced 600/16 | atlasA0 sweep | controls | atlasA0 | invalid masks | sweep summary | Robust unavailable |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,230,Robust,"| AE atlasA0 | Fit | Fast/Balanced/Robust | usually 300/12/50 from GUI | `atlasInitializationNumFrequencyPoints=50`; optimizer 10/24 | atlasA0 fit | Fit GUI controls | atlasA0 | invalid masks | normalized fit result | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,231,Robust,"| AE atlasA0 | API | Fast/Balanced/Robust | same | `aeDefaultSweepOptions` 300/12, 600/16, 900/20 | atlasA0 | AE default sweep option | atlasA0 | invalid masks | raw result | no |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,9,robustness,"-> createAdvancedTab (default robustness = Balanced)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,11,robustness,"-> rlDefaultOptions(selected robustness)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,26,robustness,"-> createAdvancedTab (default robustness = Balanced)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,28,robustness,"-> rlDefaultOptions(selected robustness)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,49,robustness,"-> createAdvancedTab (default robustness = Balanced)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,51,robustness,"-> guiBuildAcoustoelasticIOPHGOOptions(selected robustness)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,73,robustness,"-> rlDefaultOptions(request.controls.robustness)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,80,robustness,"- Adapter falls back to `Balanced` if controls omit robustness.",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,94,robustness,"-> rlDefaultOptions(request.controls.robustness)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,150,robustness,"-> rlDefaultOptions(request.controls.robustness)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,200,robustness,"-> aeDefaultSweepOptions(request.controls.robustness)",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,219,robustness,"| mRLFE A0Like etaS=0 | Main | selected robustness | selected RL seed plus GUI fast atlas | GUI fast atlas scan 260 unless disabled | zero-viscosity adaptive atlas | `fast_zero_viscosity_adaptive` | `adaptivePhysicalTail` | elastic reference possible | `mrlfeGuiActualRoute`, preset, quality | yes, atlas density not tied to selected robustness |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,220,robustness,"| mRLFE A0Like etaS>0 | Main | selected robustness | selected RL seed plus GUI fast atlas | unified atlas scan 260 unless disabled | viscous unified atlas | `fast_viscous` | `adaptivePhysicalTail` | no standard fallback | GUI metadata | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,221,robustness,"| mRLFE S0Like etaS=0 | Main | selected robustness | selected RL seed plus GUI fast atlas | adaptive atlas scan 260 unless disabled | zero-viscosity adaptive atlas | `fast_zero_viscosity_adaptive` | S0 adaptive continuation | elastic reference possible via quality route | GUI metadata | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,222,robustness,"| mRLFE S0Like etaS>0 | Main | selected robustness | selected RL seed plus GUI fast atlas | unified atlas scan 260 unless disabled | viscous unified atlas | `fast_viscous` | S0 unified atlas | no standard fallback | GUI metadata | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,177,fast_fit_atlas,"-> fast_fit_atlas",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,183,fast_fit_atlas,"- `guiFitMRLFESolver` sets `mrlfeFitAtlasPreset = ""fast_fit_atlas""`.",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,224,fast_fit_atlas,"| mRLFE A0Like etaS=0 | Fit | Fast/Balanced/Robust | Fast | `mrlfeDefaultSweepOptions` Fast; `fast_fit_atlas` 260 | zero-viscosity adaptive atlas fit | `fast_fit_atlas` | `adaptivePhysicalTail` | no production fallback, interpolation may drop invalids | `evaluationPath`, `fitPerformanceDefaults` | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,225,fast_fit_atlas,"| mRLFE A0Like etaS>0 | Fit | Fast/Balanced/Robust | Fast | `mrlfeDefaultSweepOptions` Fast; `fast_fit_atlas` 260 | viscous unified atlas | `fast_fit_atlas` | `adaptivePhysicalTail` | no | routePolicy/evaluationPath | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,226,fast_fit_atlas,"| mRLFE S0Like etaS=0 | Fit | Fast/Balanced/Robust | Fast | `fast_fit_atlas` 260 | zero-viscosity adaptive atlas fit | `fast_fit_atlas` | S0 adaptive continuation | no | routePolicy/evaluationPath | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,227,fast_fit_atlas,"| mRLFE S0Like etaS>0 | Fit | Fast/Balanced/Robust | Fast | `fast_fit_atlas` 260 | viscous unified atlas | `fast_fit_atlas` | S0 unified atlas | no | routePolicy/evaluationPath | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,42,fast_viscous,"- Effective atlas presets are `fast_viscous`, `fast_zero_viscosity_adaptive`, or `elastic_reference`.",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,220,fast_viscous,"| mRLFE A0Like etaS>0 | Main | selected robustness | selected RL seed plus GUI fast atlas | unified atlas scan 260 unless disabled | viscous unified atlas | `fast_viscous` | `adaptivePhysicalTail` | no standard fallback | GUI metadata | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,222,fast_viscous,"| mRLFE S0Like etaS>0 | Main | selected robustness | selected RL seed plus GUI fast atlas | unified atlas scan 260 unless disabled | viscous unified atlas | `fast_viscous` | S0 unified atlas | no standard fallback | GUI metadata | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,42,fast_zero_viscosity_adaptive,"- Effective atlas presets are `fast_viscous`, `fast_zero_viscosity_adaptive`, or `elastic_reference`.",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,219,fast_zero_viscosity_adaptive,"| mRLFE A0Like etaS=0 | Main | selected robustness | selected RL seed plus GUI fast atlas | GUI fast atlas scan 260 unless disabled | zero-viscosity adaptive atlas | `fast_zero_viscosity_adaptive` | `adaptivePhysicalTail` | elastic reference possible | `mrlfeGuiActualRoute`, preset, quality | yes, atlas density not tied to selected robustness |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,221,fast_zero_viscosity_adaptive,"| mRLFE S0Like etaS=0 | Main | selected robustness | selected RL seed plus GUI fast atlas | adaptive atlas scan 260 unless disabled | zero-viscosity adaptive atlas | `fast_zero_viscosity_adaptive` | S0 adaptive continuation | elastic reference possible via quality route | GUI metadata | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,41,mrlfeUseGuiFastAtlasPreset,"- `applyGuiAtlasPreset` defaults `mrlfeUseGuiFastAtlasPreset=true`.",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,111,atlasNumYPoints,"-> controls.atlasNumYPoints = 600 if Balanced else 300",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,193,atlasNumYPoints,"-> controls.atlasNumYPoints = 300",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,112,atlasTopNMinima,"-> controls.atlasTopNMinima = 16 if Balanced else 12",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,194,atlasTopNMinima,"-> controls.atlasTopNMinima = 12",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,195,atlasInitializationNumFrequencyPoints,"-> controls.atlasInitializationNumFrequencyPoints = 50",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,230,atlasInitializationNumFrequencyPoints,"| AE atlasA0 | Fit | Fast/Balanced/Robust | usually 300/12/50 from GUI | `atlasInitializationNumFrequencyPoints=50`; optimizer 10/24 | atlasA0 fit | Fit GUI controls | atlasA0 | invalid masks | normalized fit result | yes |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,169,MaxIter,"-> optimizer MaxIter=35, MaxFunEvals=80, TolX=1e-5",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,196,MaxIter,"-> optimizer MaxIter=10, MaxFunEvals=24, TolX=1e-3",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,169,MaxFunEvals,"-> optimizer MaxIter=35, MaxFunEvals=80, TolX=1e-5",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,196,MaxFunEvals,"-> optimizer MaxIter=10, MaxFunEvals=24, TolX=1e-3",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,169,TolX,"-> optimizer MaxIter=35, MaxFunEvals=80, TolX=1e-5",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,196,TolX,"-> optimizer MaxIter=10, MaxFunEvals=24, TolX=1e-3",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_dependency_map.md,209,TolX,"- Thickness fitting changes only optimizer `TolX` to `1e-8`.",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,12,Fast,"Fast",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,94,Fast,"SweepTool_GUI       -> Fast",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,95,Fast,"FitTool_GUI         -> Fast",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,103,Fast,"| SweepTool / RL | Viable but changes current RL sweep default | Registry currently uses `Balanced`; moving to `Fast` trades quality for throughput. |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,104,Fast,"| SweepTool / mRLFE | Viable and current | Current default `Fast` preserves deliberate fast route. |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,105,Fast,"| SweepTool / AE | Viable and current | Current default `Fast`; Robust not exposed. |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,106,Fast,"| FitTool / RL | Viable and current | Fit default is `Fast`. |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,131,Fast,"- Decide whether SweepTool RL should move from `Balanced` to `Fast`.",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,145,Fast,"- Treating mRLFE `Fast/Balanced/Robust` as equivalent to RL presets would erase deliberate fast atlas decisions.",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,13,Balanced,"Balanced",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,93,Balanced,"LambFundamental_GUI -> Balanced",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,100,Balanced,"| Main GUI / RL | Viable | Current default already `Balanced`; semantics are direct. |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,101,Balanced,"| Main GUI / mRLFE | Viable with warning | Current UI starts from `Balanced`, but GUI fast atlas presets make effective atlas density route-specific. |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,102,Balanced,"| Main GUI / AE | Requires more benchmark | `Balanced` maps to 600/16; acceptable interactively only if timing remains reasonable. |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,103,Balanced,"| SweepTool / RL | Viable but changes current RL sweep default | Registry currently uses `Balanced`; moving to `Fast` trades quality for throughput. |",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,131,Balanced,"- Decide whether SweepTool RL should move from `Balanced` to `Fast`.",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,145,Balanced,"- Treating mRLFE `Fast/Balanced/Robust` as equivalent to RL presets would erase deliberate fast atlas decisions.",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,14,Robust,"Robust",shared,Fit,solver/API,low,preserve as historical context
docs\architecture\execution_profiles_proposal.md,105,Robust,"| SweepTool / AE | Viable and current | Current default `Fast`; Robust not exposed. |",shared,Fit,solver/API,low,preserve as historical context
